Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID,Range
201301168086,8,otc alterations permit,01/16/2013,3537,065,58,,Belcher,St,,,"remodel kitchen & baths, voluntary structural upgrades, add bedroom. relocate 1/2 bath convert to full bath. at master bath add bathtub.",complete,05/15/2013,01/16/2013,01/18/2013,05/15/2013,01/18/2013,,2.0,2.0,,,01/13/2014,20000.0,50000.0,2 family dwelling,2.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.76837931531856, -122.43047190150891)",1293462157235.0,22
M366709,8,otc alterations permit,01/16/2013,1678,009,839,,35th,Av,,,street space & sidewalk permit.,issued,01/16/2013,01/16/2013,01/16/2013,,01/16/2013,,,,,,,,1.0,,,,,,,,,,,,1.0,Outer Richmond,94121.0,"(37.77317504498793, -122.49531214318625)",1293463109808.0,52
201301168081,6,demolitions,01/16/2013,5411,006,5228,,03rd,St,,,"demolish 1 story, type 5, single family dwelling unit building.",complete,04/02/2014,01/16/2013,01/16/2013,04/02/2014,01/16/2013,,1.0,,,,07/15/2013,15000.0,15000.0,1 family dwelling,1.0,,,0.0,,5.0,wood frame (5),,,,10.0,Bayview Hunters Point,94124.0,"(37.730263937777906, -122.3926923481808)",1293464182037.0,66
201301168089,8,otc alterations permit,01/16/2013,0559,035,2736,,Pierce,St,0.0,,this permit is in response to nov 200233858. this permit is to document/verify that illegal work (4x4 posts) have been removed & no deck exists,complete,01/23/2013,01/16/2013,01/16/2013,01/23/2013,01/16/2013,,3.0,3.0,,,01/11/2014,1.0,1.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Pacific Heights,94123.0,"(37.79539027410192, -122.4381913931541)",1293465304096.0,71
201301168091,3,additions alterations or repairs,01/16/2013,3507,040,1455,,Market,St,,,partial demo of stucco walls and removal of some (e) precast solid panels.  the installation of new glazed openings with top and bottom  (head & sill) precast panels at the (e) precast conditions.  the glazing to match the (e) glazing look,issued,04/25/2013,01/16/2013,04/25/2013,,04/25/2013,,23.0,23.0,,,04/09/2016,1200000.0,1200000.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,South of Market,94103.0,"(37.77523036414975, -122.4174703200545)",1293466394002.0,72
201301168083,6,demolitions,01/16/2013,5411,008,5238,,03rd,St,,,"demolish 1 story, type 5, single family dwelling unit building.",complete,04/02/2014,01/16/2013,01/16/2013,04/02/2014,01/16/2013,,1.0,,,,07/15/2013,15000.0,15000.0,1 family dwelling,1.0,,,0.0,,5.0,wood frame (5),,,,10.0,Bayview Hunters Point,94124.0,"(37.73012980471716, -122.39273002757808)",1293467182039.0,5
201301168084,6,demolitions,01/16/2013,5411,009,5244,,03rd,St,,,"demolish 1 story, type 5, single family dwelling unit building.",complete,04/02/2014,01/16/2013,01/16/2013,04/02/2014,01/16/2013,,1.0,,,,07/15/2013,15000.0,15000.0,1 family dwelling,1.0,,,0.0,,5.0,wood frame (5),,,,10.0,Bayview Hunters Point,94124.0,"(37.73006273839254, -122.3927488666587)",1293468182040.0,39
201301168090,3,additions alterations or repairs,01/16/2013,1269,097,141,,Downey,St,,,"new code compliant stair, bathroom & vertical addition. new roof deck. new deck at rear of first level. interior remodel.",complete,01/12/2015,01/16/2013,07/16/2013,01/12/2015,07/16/2013,Y,1.0,1.0,,,06/30/2016,135000.0,135000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Haight Ashbury,94117.0,"(37.766251100635124, -122.44724213982711)",129346994720.0,79
201301168085,6,demolitions,01/16/2013,5411,010,5250,,03rd,St,,,"demolish 1 story, type 5, single family dwelling unit building.",complete,04/02/2014,01/16/2013,01/16/2013,04/02/2014,01/16/2013,,1.0,,,,07/15/2013,15000.0,15000.0,1 family dwelling,1.0,,,0.0,,5.0,wood frame (5),,,,10.0,Bayview Hunters Point,94124.0,"(37.729995671631904, -122.39276770682812)",1293470182041.0,79
201301168092,8,otc alterations permit,01/16/2013,0539,032,2233,,Union,St,,,"removal of dwelling unit on the 3red floor of 2233 union st through conversion to a non-residential use/change of use.  the floor plan shows the existing legal use of the unit. this applicaiton is required to be filed as a prerequiste to section 317(f) application to the planning dept. no demo,",filed,01/16/2013,01/16/2013,,,,,3.0,3.0,,,,1.0,0.0,apartments,3.0,office,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.796726187379, -122.43608704682543)",1293471283831.0,41
201301168093,8,otc alterations permit,01/16/2013,1224,018,1688,,Page,St,,,dry rot repair of rear wall at 1st story; remove appr 10 ft of wood board siding and replace with new matching siding material,issued,01/16/2013,01/16/2013,01/16/2013,,01/16/2013,,3.0,3.0,,,01/11/2014,1500.0,1500.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Haight Ashbury,94117.0,"(37.77099147395345, -122.44854696169935)",129347292956.0,89
201301168093,8,otc alterations permit,01/16/2013,1224,018,1690,,Page,St,,,dry rot repair of rear wall at 1st story; remove appr 10 ft of wood board siding and replace with new matching siding material,issued,01/16/2013,01/16/2013,01/16/2013,,01/16/2013,,3.0,3.0,,,01/11/2014,1500.0,1500.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Haight Ashbury,94117.0,"(37.77099147395345, -122.44854696169935)",1293473488362.0,22
201301168094,8,otc alterations permit,01/16/2013,0334,022,565,,Ellis,St,,,voluntary panel replacement in none sprinklered bldg. replace extg 10 smoke detectors and 6 pull stations with new at the same location. tie in all devices to new panel to be monitor to central station.,issued,01/16/2013,01/16/2013,01/16/2013,,01/16/2013,,4.0,4.0,,Y,01/11/2014,5200.0,6800.0,apartments,16.0,apartments,16.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,6.0,Tenderloin,94109.0,"(37.784282476242794, -122.41567237531444)",1293474234007.0,89
M366727,8,otc alterations permit,01/16/2013,3701,066,55,,09th,St,,,street space permit,issued,01/16/2013,01/16/2013,01/16/2013,,01/16/2013,,,,,,,,1.0,,,,,,,,,,,,6.0,South of Market,94103.0,"(37.77710502443294, -122.41511158073763)",1293475458146.0,89
201301168095,8,otc alterations permit,01/16/2013,0236,019,150,,California,St,,,"modifications to suite 450, demolition of partitions, patching, finishes & electrical.",issued,01/30/2013,01/16/2013,01/30/2013,,01/30/2013,,24.0,24.0,,,01/25/2014,20000.0,94052.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94111.0,"(37.793702589153035, -122.3984793817475)",129347663369.0,19
201301168096,8,otc alterations permit,01/16/2013,1208,018,1668,,Fell,St,,,"put in new heater and duct work.  replace furnace existing per insepctor request.  60000 btu, 112 gas connection.  replace (e) furnace w/same size.",filed,01/16/2013,01/16/2013,,,,,,,,,,,,,,,,,,,,,,,5.0,Lone Mountain/USF,94117.0,"(37.77336147264554, -122.4453739614167)",1293477274111.0,62
M366728,8,otc alterations permit,01/16/2013,1181,015,736,,Divisadero,St,,,street space and mta parking,issued,01/16/2013,01/16/2013,01/16/2013,,01/16/2013,,,,,,,,1.0,,,,,,,,,,,,5.0,Hayes Valley,94117.0,"(37.77647299605812, -122.43771608500859)",129347891567.0,29
201301168097,8,otc alterations permit,01/16/2013,1208,018,1668,,Fell,St,,,"put in new heater, replace furnace existing.  per inspector request.  60000 btu, half inch gas connection.  replace some duct work. replace (e) furance w/same size.",complete,02/05/2013,01/16/2013,01/16/2013,02/05/2013,01/16/2013,,2.0,2.0,,,01/11/2014,4000.0,4000.0,apartments,4.0,apartments,4.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Lone Mountain/USF,94117.0,"(37.77336147264554, -122.4453739614167)",1293479274111.0,9
201301168098,8,otc alterations permit,01/16/2013,0593,017,1880,,Jackson,St,304.0,,"unit #304:remodel extg kitchen (no structural work), refinish hardwood flooring, new stone surround at extg fireplace. replace exiting wood windows, not visible from street.",complete,07/31/2013,01/16/2013,01/16/2013,07/31/2013,01/16/2013,,7.0,7.0,,,01/11/2014,25000.0,25000.0,apartments,30.0,apartments,30.0,2.0,,1.0,constr type 1,1.0,constr type 1,,2.0,Pacific Heights,94109.0,"(37.79382541413033, -122.42612824671211)",129348075653.0,11
201301168099,8,otc alterations permit,01/16/2013,4036,003,314,,Missouri,St,,,"remove/replace 15 squares perimeter with 1/2"" cdx  - material nailed 10d @ 6"" permimeter & 12"" field",complete,02/01/2013,01/16/2013,01/16/2013,02/01/2013,01/16/2013,,3.0,3.0,,,01/11/2014,3000.0,2000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Potrero Hill,94107.0,"(37.76229672752539, -122.39680930911892)",1293481169070.0,99
201301168099,8,otc alterations permit,01/16/2013,4036,003,316,,Missouri,St,,,"remove/replace 15 squares perimeter with 1/2"" cdx  - material nailed 10d @ 6"" permimeter & 12"" field",complete,02/01/2013,01/16/2013,01/16/2013,02/01/2013,01/16/2013,,3.0,3.0,,,01/11/2014,3000.0,2000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Potrero Hill,94107.0,"(37.76229672752539, -122.39680930911892)",1293482388446.0,26
201301168100,8,otc alterations permit,01/16/2013,4036,003,314,,Missouri,St,,,tear off shingles and papers replace with new.,complete,02/01/2013,01/16/2013,01/16/2013,02/01/2013,01/16/2013,,3.0,3.0,,,01/11/2014,6500.0,6500.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Potrero Hill,94107.0,"(37.76229672752539, -122.39680930911892)",1293483169070.0,82
201301168100,8,otc alterations permit,01/16/2013,4036,003,316,,Missouri,St,,,tear off shingles and papers replace with new.,complete,02/01/2013,01/16/2013,01/16/2013,02/01/2013,01/16/2013,,3.0,3.0,,,01/11/2014,6500.0,6500.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Potrero Hill,94107.0,"(37.76229672752539, -122.39680930911892)",1293484388446.0,72
201301168101,8,otc alterations permit,01/16/2013,0777,036,1447,,Mcallister,St,,,"1. remove existing deck & pier blocks.2. rebuild new deck, same as existing.3. 5 new conc pier foundation.4. use a spiral staricase in place of best stright stair.",withdrawn,11/19/2013,01/16/2013,,,,,2.0,2.0,,,,12000.0,0.0,2 family dwelling,2.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Western Addition,94117.0,"(37.77783302204381, -122.43578112637212)",129348581638.0,1
M366747,8,otc alterations permit,01/16/2013,0525,078,2458,,Polk,St,1.0,,street space and mta parking,issued,01/16/2013,01/16/2013,01/16/2013,,01/16/2013,,,,,,,,1.0,,,,,,,,,,,,2.0,Russian Hill,94109.0,"(37.79953538439252, -122.42219775884544)",1293486478128.0,99
201301168102,8,otc alterations permit,01/16/2013,3755,100,1125,,Folsom,St,,,"install fire sprinklers throughout 2nd & 1st fl and 2-inch fire service.2/f- residential, 1/f- restaurant",complete,08/29/2013,01/16/2013,01/25/2013,08/29/2013,01/25/2013,,2.0,2.0,,,01/20/2014,12000.0,28000.0,tourist hotel/motel,15.0,tourist hotel/motel,15.0,2.0,,3.0,constr type 3,3.0,constr type 3,,6.0,South of Market,94103.0,"(37.77603620437494, -122.40831196737226)",1293487166356.0,46
201301168102,8,otc alterations permit,01/16/2013,3755,100,1127,,Folsom,St,0.0,,"install fire sprinklers throughout 2nd & 1st fl and 2-inch fire service.2/f- residential, 1/f- restaurant",complete,08/29/2013,01/16/2013,01/25/2013,08/29/2013,01/25/2013,,2.0,2.0,,,01/20/2014,12000.0,28000.0,tourist hotel/motel,15.0,tourist hotel/motel,15.0,2.0,,3.0,constr type 3,3.0,constr type 3,,6.0,South of Market,94103.0,"(37.77603620437494, -122.40831196737226)",1293488422767.0,55
201301168103,8,otc alterations permit,01/16/2013,2172,025,2178,,46th,Av,,,1)remove structural at front stair. 2)remove illegal kitchen on ground floor. comply with complaint #201281319,complete,07/17/2013,01/16/2013,01/17/2013,07/17/2013,01/17/2013,,2.0,2.0,,,01/12/2014,3000.0,3000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94116.0,"(37.74593681433642, -122.5045866327724)",1293489128527.0,10
201301168104,8,otc alterations permit,01/16/2013,3045,001,301,,Brentwood,Av,,,"convert (e) entertainment room to 2 bedrooms, add 2 bathrooms, remodel master bathroom & garage, replace one window,add metal beam to garage open passage wo (n) bedroom.",complete,07/18/2013,01/16/2013,01/31/2013,07/18/2013,01/31/2013,,2.0,2.0,,,01/26/2014,35000.0,45000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94127.0,"(37.732486665620385, -122.46068459656648)",1293490150820.0,74
201301168105,8,otc alterations permit,01/16/2013,6631,030,475,,29th,St,,,replace two sliding door in rear unit. replace two windws and rear door of main home.,complete,01/25/2013,01/16/2013,01/16/2013,01/25/2013,01/16/2013,,2.0,2.0,,,01/11/2014,5500.0,6500.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Noe Valley,94131.0,"(37.743224459502194, -122.43044108212013)",1293491209567.0,24
201301168106,8,otc alterations permit,01/16/2013,5461,020,6276,,03rd,St,,,revisision to pa# 2011-12-27-1316. reverse the plan back to the original  floor plan. reverte back.,complete,02/01/2013,01/16/2013,01/16/2013,02/01/2013,01/16/2013,,2.0,2.0,,,01/11/2014,1.0,1.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Bayview Hunters Point,94124.0,"(37.72112986107896, -122.39657151562888)",1293492182512.0,95
201301168108,8,otc alterations permit,01/16/2013,0295,008,462,,Powell,St,,,"remove food service equipment & install new food service eqiupment;ada rr signage and door closer adjustments at main entrance, wall change (minor) & divider adjustment (minor)",issued,03/01/2013,01/16/2013,03/01/2013,,03/01/2013,,23.0,23.0,,,02/24/2014,3875.0,3875.0,food/beverage hndlng,415.0,food/beverage hndlng,415.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94108.0,"(37.7889844563134, -122.40822615293433)",1293493376633.0,43
201301168109,8,otc alterations permit,01/16/2013,2746,014A,266,,Romain,St,,,to obtain final inspection for work approved under pa 201009302000; all work is complete.,complete,02/04/2013,01/16/2013,01/16/2013,02/04/2013,01/16/2013,,2.0,2.0,,,01/11/2014,1.0,1.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Twin Peaks,94114.0,"(37.75593529717859, -122.44247433585403)",1293494143114.0,91
201301168110,8,otc alterations permit,01/16/2013,0165,004,701,,Battery,St,,,remove food service equipment & install new food service eqiupment.,issued,01/28/2013,01/16/2013,01/28/2013,,01/28/2013,,3.0,3.0,,,01/23/2014,2000.0,5000.0,food/beverage hndlng,0.0,food/beverage hndlng,0.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Financial District/South Beach,94111.0,"(37.79772067340672, -122.40115294216844)",1293495366841.0,13
201301168112,8,otc alterations permit,01/16/2013,0300,003B,711,,Leavenworth,St,,,revision to pa#2012-05-21-0985. to comply to nov#201211481 & 20067196. replace complete roof cornice 130 linear ft x 3 ft wide.,issued,01/22/2013,01/16/2013,01/22/2013,,01/22/2013,,4.0,4.0,,,01/17/2014,20000.0,20000.0,apartments,31.0,apartments,31.0,2.0,,3.0,constr type 3,3.0,constr type 3,,3.0,Nob Hill,94109.0,"(37.78759991204088, -122.41526740317926)",1293496233681.0,78
201301168111,8,otc alterations permit,01/16/2013,0235,006,27,,Drumm,St,,,remove food service equipment & install new food service eqiupment.,issued,01/28/2013,01/16/2013,01/28/2013,,01/28/2013,,3.0,3.0,,,01/23/2014,2000.0,5000.0,food/beverage hndlng,0.0,food/beverage hndlng,0.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,,,,,1293497359319.0,55
201301168113,8,otc alterations permit,01/16/2013,4279,029,1431,,San Bruno,Av,,,equipment cabinet and antenna on existing pole. to obtain final inspection for work approved under pa#9714103 all work is complete.,complete,09/11/2013,01/16/2013,01/16/2013,09/11/2013,01/16/2013,,1.0,1.0,,,01/11/2014,1.0,1.0,antenna,0.0,antenna,0.0,0.0,,2.0,constr type 2,2.0,constr type 2,,10.0,Mission,94110.0,"(37.75098585338257, -122.40385117773683)",1293498376766.0,5
201301168114,8,otc alterations permit,01/16/2013,7058,011,310,,Summit,St,,,"as per building inspection request - increase valuation for scope of work to an additional amount as shown $4,000.00  (pa # 201210242762)",complete,02/07/2013,01/16/2013,01/16/2013,02/07/2013,01/16/2013,,2.0,2.0,,,01/11/2014,4000.0,4000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,11.0,Oceanview/Merced/Ingleside,94112.0,"(37.71760091257476, -122.45428977380978)",1293499219638.0,23
201301168115,8,otc alterations permit,01/16/2013,7139,010,2950,,San Jose,Av,,,saw cut & remove stack manway lids on tank slab. install fl-90 lids. change out spill buckets to 5 gal & drop tubes. replace any bad penetration in sumps. reglass reducer collars to center. install liquid saucers in fill sumps. no lighting work.,issued,01/18/2013,01/16/2013,01/18/2013,,01/18/2013,,1.0,1.0,,,01/13/2014,12000.0,12000.0,filling/service stn,0.0,filling/service stn,0.0,2.0,,2.0,constr type 2,2.0,constr type 2,,11.0,Oceanview/Merced/Ingleside,94112.0,"(37.71165434392749, -122.4556915087562)",1293500222952.0,42
201301168116,8,otc alterations permit,01/16/2013,2699,044,4443,,19th,St,,,revision to appl #2012.0413.8296-s1 - revised wall foundation to  mat foundation.,complete,09/05/2014,01/16/2013,01/18/2013,09/05/2014,01/18/2013,,3.0,3.0,,,01/13/2014,8000.0,8000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.75885180443218, -122.43892963561865)",1293501142179.0,49
201301168117,8,otc alterations permit,01/16/2013,3540,154,2232,,15th,St,,,"remodeling the (e) 1/2 bathroom, full bathroom and ktichen in kind.   same place.",complete,04/09/2013,01/16/2013,01/16/2013,04/09/2013,01/16/2013,,4.0,4.0,,,01/11/2014,30000.0,30000.0,apartments,4.0,apartments,4.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.766059788758795, -122.43405438367135)",1293502484490.0,75
201301168118,4,sign - erect,01/16/2013,3707,066,161,,Jessie,St,,,replacing banner on an (e) post,complete,06/05/2013,01/16/2013,05/17/2013,06/05/2013,05/17/2013,,9.0,,,,05/12/2014,1500.0,1500.0,retail sales,106.0,,,2.0,,2.0,constr type 2,,,,6.0,Financial District/South Beach,94105.0,"(37.787458151809865, -122.40131026433333)",1293503475524.0,56
201301168119,8,otc alterations permit,01/16/2013,0510,046,2214,,Greenwich,St,,,repair dryrotted deck & re-tile finish.,complete,06/26/2013,01/16/2013,01/16/2013,06/26/2013,01/16/2013,,3.0,3.0,,,01/11/2014,10000.0,10000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.79904656824288, -122.4365361346362)",129350472478.0,43
201301168120,3,additions alterations or repairs,01/16/2013,3711,019,50,,Main,St,,,1 panel antenna to be installed at an existing wireless telecommunications facility located on a parking garage rooftop. a faux chase cover will be installed to completely screen the antenna. 2 bby cabinets and 2 radio node units will also be installed on the garage rooftop.,filed,01/16/2013,01/16/2013,,,,,2.0,2.0,,,,10000.0,,antenna,,antenna,,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Financial District/South Beach,94105.0,"(37.79237587204965, -122.39642278177534)",1293505470235.0,24
M366767,8,otc alterations permit,01/16/2013,6742,020,666,,Chenery,St,,,street space w/mta,issued,01/16/2013,01/16/2013,01/16/2013,,01/16/2013,,,,,,,,1.0,,,,,,,,,,,,8.0,Glen Park,94131.0,"(37.73467970213729, -122.43341641071234)",1293506467233.0,81
201301168121,8,otc alterations permit,01/16/2013,2343,025,2360,,15th,Av,,,reroofing,complete,03/29/2013,01/16/2013,01/16/2013,03/29/2013,01/16/2013,,2.0,2.0,,,01/11/2014,16800.0,16800.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94116.0,"(37.7439587126703, -122.47106543799386)",1293507131872.0,21
